           Time    Speed        Read     Read   Mapped   Mapped   Mapped   Mapped Unmapped Unmapped Unmapped Unmapped
                    M/hr      number   length   unique   length   MMrate    multi   multi+       MM    short    other
Jan 05 01:41:03      4.5    38739032       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:42:11      4.5    38835549       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:44:44      4.5    38932067       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:46:04      4.5    39125101       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:49:38      4.5    39318139       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:52:19      4.5    39414655       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:54:10      4.5    39511172       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:55:29      4.5    39607689       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:58:07      4.5    39897238       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 01:59:41      4.5    40186789       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
Jan 05 02:02:20      4.5    40283306       66    73.0%     64.3     0.7%    12.3%     1.3%     0.0%    12.9%     0.5%
